city,date,fare,ride_id
Barronchester,2/18/2018 18:35,42.32,3493518346796.00
Barronchester,3/6/2018 6:36,46.07,4553523995651.00
Barronchester,3/26/2018 18:27,30.32,1775559300626.00
Barronchester,3/20/2018 18:52,35.09,4842145178376.00
Barronchester,1/9/2018 9:01,38.57,1246866692006.00
Barronchester,2/4/2018 14:59,45.75,7216532928092.00
Barronchester,4/28/2018 11:49,39.19,9917743781176.00
Barronchester,3/19/2018 19:18,46.42,2887135489546.00
Barronchester,4/2/2018 19:38,28.55,9112683292489.00
Barronchester,4/5/2018 14:12,33.5,91435348621.00
Bethanyland,4/1/2018 22:04,38.71,8221076873967.00
Bethanyland,3/15/2018 19:42,37.09,6243188816016.00
Bethanyland,2/11/2018 17:43,23.06,4374740778403.00
Bethanyland,5/3/2018 4:50,40.85,6700635166631.00
Bethanyland,3/26/2018 18:27,24.27,7247229698318.00
Bethanyland,2/18/2018 9:31,38.8,9382233946258.00
Bethanyland,2/3/2018 5:47,22.82,9675694931759.00
Bethanyland,2/8/2018 19:50,28.27,5518527619513.00
Bethanyland,3/17/2018 20:29,44.81,4173232788582.00
Bethanyland,1/25/2018 1:04,41.85,5327294613811.00
Bethanyland,1/28/2018 8:33,23.73,4132453263650.00
Bethanyland,4/30/2018 19:49,27.99,9682191340144.00
Bethanyland,4/17/2018 22:37,28.68,3150943404490.00
Bethanyland,3/23/2018 21:53,40.07,635880709905.00
Bethanyland,3/14/2018 9:47,44.31,578529678609.00
Bethanyland,3/15/2018 13:10,39.66,9766441752274.00
Bethanyland,3/6/2018 10:01,13.86,8571759718178.00
Bethanyland,4/2/2018 4:29,34.38,1783847934910.00
Bradshawfurt,3/6/2018 21:44,19.74,6080367372860.00
Bradshawfurt,3/24/2018 18:53,57.51,2301998876294.00
Bradshawfurt,3/24/2018 7:34,19.89,7867402022145.00
Bradshawfurt,2/18/2018 22:21,34.32,8881996813087.00
Bradshawfurt,4/8/2018 13:46,55.19,1742954306812.00
Bradshawfurt,4/7/2018 21:12,49.7,5088814323688.00
Bradshawfurt,2/23/2018 12:00,37.05,2068423024643.00
Bradshawfurt,4/10/2018 9:47,19.07,739305106253.00
Bradshawfurt,1/19/2018 20:21,56.78,1253403506597.00
Bradshawfurt,1/30/2018 10:55,51.39,1328274868072.00
Brandonfort,1/14/2018 12:35,28.02,8100258078935.00
Brandonfort,4/8/2018 20:02,35.64,6109525300344.00
Brandonfort,3/22/2018 16:17,38.66,4748541004175.00
Brandonfort,5/2/2018 3:14,48.63,4443575880282.00
Brandonfort,1/2/2018 1:41,49.95,1298465164057.00
Brandonfort,3/19/2018 5:49,45.52,201086012271.00
Brandonfort,4/7/2018 0:42,35.76,2965849159792.00
Brandonfort,2/6/2018 2:32,35.41,5053221471789.00
Brandonfort,1/11/2018 16:25,37.35,8701944957703.00
Brandonfort,5/3/2018 2:01,41.62,3183134104848.00
Brandonfort,3/26/2018 19:35,19.22,8658457339949.00
Brandonfort,1/10/2018 11:10,40.2,9840779665113.00
Brandonfort,3/13/2018 23:19,21.62,9839553829612.00
Brandonfort,4/19/2018 5:52,44.24,1398339465829.00
Brandonfort,3/16/2018 20:49,19.23,4358700532755.00
Brandonfort,1/30/2018 1:51,17.5,6477215459314.00
Brandonfort,4/4/2018 21:13,21.56,8108433190649.00
Brandonfort,3/3/2018 4:25,46.01,2286156952037.00
Brandonfort,4/15/2018 4:12,47.17,7388012906675.00
Carriemouth,2/25/2018 8:26,32.37,6918425016992.00
Carriemouth,3/11/2018 21:35,16.78,1519393006937.00
Carriemouth,4/4/2018 13:22,12.91,4276692439725.00
Carriemouth,4/28/2018 14:28,11.46,6991852632799.00
Carriemouth,2/21/2018 16:38,44.18,4528590417948.00
Carriemouth,3/2/2018 15:40,28.04,5138542326977.00
Carriemouth,3/21/2018 15:40,44.64,9560844852216.00
Carriemouth,5/1/2018 4:53,10.97,8792105073561.00
Carriemouth,3/27/2018 2:11,38.69,4407120983828.00
Carriemouth,1/15/2018 6:27,24.13,7417680158298.00
Carriemouth,5/8/2018 4:20,21.99,117997692054.00
Carriemouth,2/4/2018 0:29,24.87,6015598860404.00
Carriemouth,2/17/2018 5:01,22.66,3717939611043.00
Carriemouth,1/4/2018 15:56,31.99,4872537912318.00
Carriemouth,4/28/2018 9:25,37.35,4812351487449.00
Carriemouth,4/1/2018 0:35,27.84,6589827440342.00
Carriemouth,3/8/2018 13:35,34.32,7984921253550.00
Carriemouth,3/26/2018 10:39,26.91,7852477915591.00
Carriemouth,2/21/2018 15:09,23.48,4757309916575.00
Carriemouth,2/26/2018 5:24,19.05,1954595027791.00
Carriemouth,4/18/2018 17:01,37.63,7736868729205.00
Carriemouth,4/15/2018 8:00,40.03,2667929739732.00
Carriemouth,3/8/2018 9:53,37.81,7350661461430.00
Carriemouth,5/4/2018 10:28,41.54,1102333782246.00
Carriemouth,4/5/2018 2:03,38.17,8161204669836.00
Carriemouth,4/27/2018 20:41,8.28,451752270898.00
Carriemouth,3/25/2018 21:25,26.4,4293523822822.00
Christopherfurt,4/17/2018 2:25,23.3,7819057680096.00
Christopherfurt,1/5/2018 22:21,33.51,1901033209479.00
Christopherfurt,2/24/2018 2:56,40.33,9584185927129.00
Christopherfurt,4/13/2018 8:29,37.22,3288049380261.00
Christopherfurt,4/9/2018 0:32,29.96,9825842278797.00
Christopherfurt,4/17/2018 22:12,32.39,653651735748.00
Christopherfurt,3/30/2018 13:15,31.3,7457133283931.00
Christopherfurt,3/16/2018 19:46,19.61,2290365678398.00
Christopherfurt,1/30/2018 22:09,6.32,4289780319755.00
Christopherfurt,2/8/2018 11:46,25.76,951780836764.00
Christopherfurt,4/12/2018 14:37,22.91,5928118050739.00
Christopherfurt,4/6/2018 22:33,27.46,7399938354587.00
Christopherfurt,1/4/2018 4:30,15.47,1471158684562.00
Christopherfurt,3/12/2018 9:22,35.57,8286128053094.00
Christopherfurt,5/7/2018 17:27,6.39,7608007126056.00
Christopherfurt,3/25/2018 17:11,7.19,6892683521361.00
Christopherfurt,5/3/2018 12:46,14.43,5644928631417.00
Christopherfurt,3/18/2018 9:24,7.45,4451216191000.00
Christopherfurt,3/25/2018 20:35,23.38,499819477057.00
Christopherfurt,2/12/2018 14:24,11.7,8493510475659.00
Christopherfurt,3/10/2018 7:36,22.65,5004635115882.00
Christopherfurt,3/15/2018 10:22,34.09,1264516579194.00
Christopherfurt,4/14/2018 3:24,39.91,253265651115.00
Christopherfurt,2/23/2018 8:31,15.61,8295289890035.00
Christopherfurt,2/4/2018 12:11,41.12,807740496588.00
Christopherfurt,4/4/2018 1:11,24.47,571640743706.00
Christopherfurt,3/13/2018 1:47,32.05,2788817929605.00
Colemanland,4/20/2018 2:52,20.83,2981565641427.00
Colemanland,3/5/2018 4:33,13.39,8894920928658.00
Colemanland,3/2/2018 2:11,36.81,116923856607.00
Colemanland,2/20/2018 4:19,43.09,8700311126445.00
Colemanland,1/1/2018 0:46,47.74,2215912677020.00
Colemanland,2/21/2018 22:04,30.97,4046533498880.00
Colemanland,2/1/2018 20:59,16.11,7600287198570.00
Colemanland,2/28/2018 21:02,35.07,8313326364278.00
Colemanland,2/26/2018 17:44,32.7,7015485636913.00
Colemanland,4/29/2018 7:09,34.77,300412726001.00
Colemanland,4/23/2018 17:09,16.1,3625743778329.00
Colemanland,4/22/2018 7:16,31.43,8428157821651.00
Colemanland,4/16/2018 18:17,42.08,9746040332930.00
Colemanland,1/11/2018 0:28,49.28,4064528886108.00
Colemanland,2/16/2018 3:51,15.04,4027289544137.00
Colemanland,2/10/2018 3:12,35.76,8313085686130.00
Colemanland,2/19/2018 2:23,23.45,1224675465837.00
Colemanland,1/22/2018 10:21,46.43,3162069407712.00
Colemanland,4/5/2018 5:23,43.91,389097028280.00
Colemanland,1/19/2018 15:24,24.4,6652560250346.00
Colemanland,5/4/2018 4:24,12.62,4902707063158.00
Colemanland,1/10/2018 6:49,27.7,8704067171414.00
Davidfurt,1/5/2018 13:42,31.48,1953915881204.00
Davidfurt,1/17/2018 17:58,28.28,6647857817333.00
Davidfurt,3/26/2018 4:20,28.69,5103497014248.00
Davidfurt,3/15/2018 5:02,48.34,2406097680527.00
Davidfurt,2/3/2018 13:58,33.84,7159296242243.00
Davidfurt,2/20/2018 1:41,46.67,2882130044370.00
Davidfurt,4/6/2018 15:38,17.99,8578112173926.00
Davidfurt,4/27/2018 23:52,45.98,5455003677202.00
Davidfurt,2/12/2018 10:07,49.55,3639310284076.00
Davidfurt,2/18/2018 7:04,17.06,2084060010290.00
Davidfurt,2/1/2018 4:21,20.44,185973569492.00
Davidfurt,2/3/2018 3:14,40.18,8116976277000.00
Davidfurt,4/18/2018 15:43,47.3,8289341261260.00
Davidfurt,4/3/2018 17:52,21.29,3934287956576.00
Davidfurt,5/7/2018 14:38,13.05,112651587608.00
Davidfurt,2/5/2018 18:23,27.55,6574875170013.00
Davidfurt,3/9/2018 23:07,26.24,4652485631550.00
Deanville,4/25/2018 3:29,41.52,6055928921559.00
Deanville,5/1/2018 21:53,8.28,592955132597.00
Deanville,3/29/2018 4:07,5.32,2612669233491.00
Deanville,3/24/2018 0:26,30.55,5276110988605.00
Deanville,2/8/2018 23:33,21.22,4786811969861.00
Deanville,4/15/2018 1:36,24.3,1065303121400.00
Deanville,1/23/2018 13:00,42.45,7286207597519.00
Deanville,4/21/2018 23:32,33.37,7763075637368.00
Deanville,4/26/2018 4:05,28.44,3326161310503.00
Deanville,2/17/2018 15:51,25.33,2749473314662.00
Deanville,4/1/2018 0:11,22.65,7002778816145.00
Deanville,3/7/2018 7:21,31.08,9711261103928.00
Deanville,3/5/2018 12:05,11.16,4737023393340.00
Deanville,1/4/2018 13:30,4.56,6423110181560.00
Deanville,3/5/2018 9:44,42.79,3624951927291.00
Deanville,1/12/2018 7:32,39.45,419667752175.00
Deanville,1/28/2018 3:13,31.65,649769579565.00
Deanville,1/7/2018 19:34,21.5,9422003641461.00
Deanville,1/29/2018 21:11,25.39,9623390811882.00
East Aaronbury,3/19/2018 10:43,20.04,4117474421029.00
East Aaronbury,3/16/2018 11:15,20.59,6153017911679.00
East Aaronbury,1/27/2018 9:53,28.56,5981083119511.00
East Aaronbury,4/19/2018 17:18,29.27,7201712919915.00
East Aaronbury,4/8/2018 18:59,21.29,630560959632.00
East Aaronbury,2/24/2018 16:37,36.88,9777191359026.00
East Aaronbury,1/10/2018 8:33,23.02,9265418287929.00
East Aaronbury,4/4/2018 6:02,16.9,7217036357951.00
East Aaronbury,4/11/2018 3:24,34.4,6540905865488.00
East Danielview,2/25/2018 3:54,26.33,513607352842.00
East Danielview,4/19/2018 10:36,28.28,149455664846.00
East Danielview,4/7/2018 6:31,18.98,6294116769232.00
East Danielview,3/2/2018 2:47,14.32,2106097871214.00
East Danielview,5/3/2018 18:09,48.24,3328095712316.00
East Danielview,2/28/2018 20:26,42.71,2322328798079.00
East Danielview,2/19/2018 4:44,31.72,7452531647866.00
East Danielview,1/15/2018 3:55,21.97,232480080566.00
East Danielview,5/2/2018 19:46,19.41,8119090935931.00
East Danielview,2/14/2018 20:03,20.26,7527862127131.00
East Danielview,5/4/2018 2:14,40.02,3640764732617.00
East Danielview,4/16/2018 21:06,42.94,7303786315799.00
East Danielview,3/4/2018 4:10,17.89,7640214407429.00
East Danielview,4/26/2018 8:14,40.76,2970656303504.00
East Danielview,2/4/2018 11:01,38.38,2528683882693.00
East Danielview,3/27/2018 16:22,36,1410739354876.00
East Danielview,1/25/2018 11:58,48.32,1831668503737.00
East Kaylahaven,2/28/2018 4:13,25.96,3662521920044.00
East Kaylahaven,4/4/2018 2:35,23.18,57422927996.00
East Kaylahaven,4/2/2018 7:05,9.67,2088463469235.00
East Kaylahaven,1/17/2018 10:15,40.82,6342488049671.00
East Kaylahaven,4/9/2018 16:57,10.03,8036811423686.00
East Kaylahaven,2/11/2018 0:24,43.19,8671036380224.00
East Kaylahaven,4/6/2018 16:17,35.79,8930600376156.00
East Kaylahaven,1/29/2018 7:28,41.62,7157222598785.00
East Kaylahaven,2/28/2018 16:46,33.72,1224917954969.00
East Kaylahaven,3/17/2018 23:54,8.62,1953430308989.00
East Kaylahaven,1/29/2018 13:01,9.81,2058424667529.00
East Kaylahaven,3/23/2018 10:48,4.64,1908039054942.00
East Kaylahaven,1/4/2018 23:57,24.37,5735199074888.00
East Kaylahaven,3/27/2018 0:44,25.29,4840735033487.00
East Kaylahaven,1/7/2018 20:29,5.56,4657638800265.00
East Kaylahaven,3/21/2018 22:54,9.42,1468264328626.00
East Kaylahaven,2/23/2018 0:41,15.94,1602386536198.00
East Kaylahaven,2/10/2018 12:42,6.69,6071841295515.00
East Kaylahaven,1/21/2018 16:07,36.89,2411253353023.00
East Kaylahaven,4/17/2018 0:28,41.19,632034433617.00
East Kaylahaven,2/16/2018 21:02,34.42,7999611361088.00
East Kaylahaven,3/1/2018 15:07,23.45,3219972039261.00
East Kaylahaven,1/11/2018 10:41,8.02,9778559091886.00
East Kaylahaven,2/4/2018 2:25,38.13,2889304581969.00
East Kaylahaven,1/24/2018 16:52,31.4,7430406748016.00
East Kaylahaven,2/11/2018 21:07,4.75,9782978467542.00
East Kaylahaven,4/30/2018 8:22,37.41,1759788940587.00
East Kaylahaven,3/24/2018 13:53,32.21,6710058446869.00
East Kaylahaven,1/29/2018 6:40,26.79,5038187912880.00
East Kentstad,4/7/2018 19:44,18.75,6575961095852.00
East Kentstad,1/22/2018 20:43,35.01,8750865857333.00
East Kentstad,5/1/2018 17:35,39.29,1986613861926.00
East Kentstad,4/19/2018 21:05,22.42,1136558207239.00
East Kentstad,3/24/2018 2:53,31.53,1907259346172.00
East Kentstad,1/26/2018 4:48,39.19,9309351390541.00
East Kentstad,5/7/2018 13:29,38.74,41356844955.00
East Kentstad,4/19/2018 14:47,44.82,749759967096.00
East Kentstad,3/18/2018 11:45,33.83,626555199862.00
East Kentstad,4/12/2018 15:21,17.26,8439534813565.00
East Kentstad,3/4/2018 21:52,20.83,2470074225551.00
East Kentstad,4/10/2018 20:44,21.38,9078911188125.00
East Kentstad,1/10/2018 11:15,24.65,7201954660361.00
East Marymouth,3/29/2018 8:36,37.6,6370863861570.00
East Marymouth,1/16/2018 15:44,46.2,1181974978638.00
East Marymouth,4/27/2018 5:31,36.11,8307460338356.00
East Marymouth,3/21/2018 11:01,17.43,1621338088820.00
East Marymouth,4/3/2018 12:18,26.93,3384028141202.00
East Marymouth,5/1/2018 20:10,13.17,9052669788424.00
East Marymouth,3/8/2018 4:55,43.79,1703166685294.00
East Marymouth,3/12/2018 10:46,38.26,5237668148484.00
East Marymouth,1/27/2018 12:18,43.06,6911376462689.00
East Marymouth,4/12/2018 6:51,33.18,9393257179959.00
East Marymouth,4/2/2018 1:04,20,9372931333498.00
East Marymouth,2/21/2018 19:36,41.21,2452243356792.00
East Marymouth,3/6/2018 14:00,35.95,5147275998894.00
East Marymouth,5/4/2018 23:18,39.07,4459299920401.00
East Marymouth,5/6/2018 22:39,34.12,9215802774504.00
East Marymouth,1/11/2018 2:12,12.21,56113993388.00
East Marymouth,2/4/2018 19:03,31.44,9309074843829.00
East Marymouth,4/4/2018 10:59,23.38,8033938166342.00
East Marymouth,1/23/2018 6:04,24.91,5999897094429.00
East Marymouth,1/19/2018 19:28,29.94,388682296042.00
East Marymouth,4/23/2018 14:20,33.66,8238181413445.00
East Marymouth,4/9/2018 1:04,29.03,8442867478882.00
East Marymouth,2/24/2018 18:02,27.38,5224420391332.00
East Marymouth,3/22/2018 21:54,14.13,6502763171569.00
East Marymouth,3/5/2018 19:06,25.44,7451160581213.00
East Marymouth,3/13/2018 8:07,27.54,9783793502623.00
East Marymouth,2/12/2018 23:18,47.41,7409660239158.00
Erikaland,2/18/2018 7:47,20.62,3294151034077.00
Erikaland,3/11/2018 2:19,27.39,132013691958.00
Erikaland,3/27/2018 13:11,36.52,2195945483563.00
Erikaland,4/13/2018 12:26,25.22,4847173431127.00
Erikaland,2/21/2018 20:28,12.44,2705086825803.00
Erikaland,5/7/2018 11:23,22.72,5590425216650.00
Erikaland,3/24/2018 9:50,4.07,6561682951720.00
Erikaland,2/5/2018 4:51,14.13,9877186615998.00
Erikaland,3/17/2018 16:51,39.58,6422633857150.00
Erikaland,4/25/2018 11:18,34.05,5673820536254.00
Erikaland,3/27/2018 8:27,26.25,4808796549026.00
Erikaland,2/11/2018 3:01,35.89,1692275914503.00
Garzaport,2/18/2018 18:27,36.16,2928337561347.00
Garzaport,4/17/2018 1:48,17.31,6092414045061.00
Garzaport,5/6/2018 16:57,18.9,8826696981094.00
Grahamburgh,1/15/2018 11:44,40.69,307021255892.00
Grahamburgh,4/6/2018 13:48,23.87,1468249595739.00
Grahamburgh,2/17/2018 9:54,30.25,4047930050046.00
Grahamburgh,3/12/2018 2:44,22.97,4898014437105.00
Grahamburgh,1/9/2018 7:00,13.55,5462604726666.00
Grahamburgh,3/5/2018 5:39,4.33,803728527251.00
Grahamburgh,2/21/2018 6:55,22.65,816396119895.00
Grahamburgh,2/25/2018 12:18,14.51,6157111914475.00
Grahamburgh,1/18/2018 7:41,23.35,8084539320626.00
Grahamburgh,3/24/2018 13:39,32.17,2400244207933.00
Grahamburgh,4/20/2018 21:40,40.06,5161825299392.00
Grahamburgh,3/4/2018 22:51,34.93,5941003515564.00
Grahamburgh,3/27/2018 22:14,4.63,7324442340207.00
Grahamburgh,4/29/2018 21:20,13.59,3200697602557.00
Grahamburgh,1/28/2018 15:40,44.91,258537071837.00
Grahamburgh,4/3/2018 13:27,5.09,8563291978035.00
Grahamburgh,3/16/2018 10:03,30.66,4739685866279.00
Grahamburgh,2/8/2018 13:28,10.63,3654329505875.00
Grahamburgh,3/19/2018 14:30,33.14,4377426125867.00
Grahamburgh,2/23/2018 14:58,41.98,3687572775641.00
Grahamburgh,2/2/2018 3:52,22.53,6583081396582.00
Grahamburgh,3/11/2018 8:09,34.53,1668089072869.00
Grahamburgh,2/16/2018 12:22,30.23,5124138921138.00
Grahamburgh,4/10/2018 1:16,37.67,1448865682495.00
Grahamburgh,1/3/2018 15:37,17.61,7877228075348.00
Grayville,4/6/2018 3:38,18.11,6203774514474.00
Grayville,4/28/2018 11:40,43.22,6018910939581.00
Grayville,2/19/2018 19:52,19.52,9233978205608.00
Grayville,3/14/2018 23:10,25.12,3752247297947.00
Grayville,2/13/2018 6:07,48.59,4964947903977.00
Grayville,4/14/2018 21:00,49.85,9370121969267.00
Grayville,1/3/2018 13:04,12.6,8663434111548.00
Grayville,2/18/2018 10:30,12.55,999956401477.00
Grayville,2/26/2018 12:59,12.64,543831079079.00
Grayville,3/5/2018 12:31,14.15,3503584959643.00
Grayville,3/20/2018 5:36,35.34,3550752500152.00
Grayville,1/7/2018 20:09,34.62,8238372654152.00
Grayville,1/25/2018 10:17,39.35,6105114369747.00
Grayville,1/20/2018 19:11,24.53,6947592015194.00
Grayville,5/1/2018 14:27,26.26,6822744471748.00
Harringtonfort,1/6/2018 7:38,47.33,3849747342021.00
Harringtonfort,2/17/2018 4:42,30.58,6835140871685.00
Harringtonfort,4/16/2018 16:30,17.39,4023962353348.00
Harringtonfort,3/10/2018 10:11,19.02,6717313402790.00
Harringtonfort,2/26/2018 7:03,54.66,9201585331171.00
Harringtonfort,1/9/2018 15:30,31.84,3730685356921.00
Huntermouth,2/10/2018 23:32,25.79,1880379662035.00
Huntermouth,2/24/2018 7:57,39.12,928039410570.00
Huntermouth,2/19/2018 3:19,7.05,1616522979657.00
Huntermouth,4/9/2018 20:23,35.11,3005607850321.00
Huntermouth,5/4/2018 15:20,36.77,7186624075617.00
Huntermouth,3/21/2018 8:44,32.42,3393252517981.00
Huntermouth,3/14/2018 10:37,30.49,9537564108817.00
Huntermouth,1/17/2018 12:10,41.48,7802304472162.00
Huntermouth,2/3/2018 12:19,31.43,4782856135575.00
Huntermouth,3/21/2018 13:31,27.96,3030924771455.00
Huntermouth,2/5/2018 8:10,28.58,314351998542.00
Huntermouth,3/19/2018 17:31,15.05,1677081037622.00
Huntermouth,4/28/2018 17:26,31.43,6660476793567.00
Huntermouth,3/2/2018 10:47,10.89,1647274547856.00
Huntermouth,1/10/2018 9:40,43.01,7580698306378.00
Huntermouth,1/9/2018 22:56,15.31,1530050197997.00
Huntermouth,3/20/2018 0:45,40.55,6750623726934.00
Huntermouth,1/6/2018 20:23,28.74,654209897024.00
Huntermouth,5/7/2018 8:47,25.83,961632121092.00
Huntermouth,4/3/2018 7:02,29.88,8967623538278.00
Huntermouth,4/20/2018 9:38,23.65,3496017787039.00
Huntermouth,1/24/2018 17:07,42.36,2881099887400.00
Huntermouth,3/27/2018 11:50,22.64,9536744918833.00
Huntermouth,3/17/2018 15:43,30.31,6909760173471.00
Hurleymouth,5/4/2018 21:50,21.44,4039657784670.00
Hurleymouth,3/22/2018 11:19,32.85,8449290696111.00
Hurleymouth,3/3/2018 11:28,36.31,167035392736.00
Hurleymouth,3/26/2018 20:22,41.15,4707260150471.00
Hurleymouth,2/20/2018 10:47,17.07,7023698303898.00
Hurleymouth,1/12/2018 1:19,10.64,8125602737085.00
Hurleymouth,3/17/2018 6:50,29.95,5225181132639.00
Hurleymouth,4/1/2018 6:26,9.94,4063425632467.00
Hurleymouth,2/1/2018 3:23,22.39,6071733738137.00
Hurleymouth,1/18/2018 10:59,4.66,8622877858946.00
Hurleymouth,2/7/2018 6:07,36.7,174817935586.00
Hurleymouth,2/23/2018 13:48,18.15,6051426056694.00
Hurleymouth,2/28/2018 3:20,44.85,5104279018287.00
Hurleymouth,4/13/2018 18:15,40.93,4915205219019.00
Hurleymouth,3/7/2018 12:38,41.96,1677330771703.00
Hurleymouth,3/2/2018 11:43,34.65,9380451674236.00
Hurleymouth,2/13/2018 17:32,25.72,8761492384598.00
Hurleymouth,3/24/2018 12:04,8.77,8274792045316.00
Hurleymouth,1/31/2018 2:49,19.23,9537342512126.00
Hurleymouth,4/22/2018 2:31,9.14,5563891443844.00
Hurleymouth,2/15/2018 2:10,42.61,9951997361357.00
Hurleymouth,1/11/2018 12:59,37.44,7883631639510.00
Hurleymouth,4/9/2018 9:17,20.31,2511587245343.00
Hurleymouth,1/7/2018 15:53,20.01,4462373605170.00
Hurleymouth,1/17/2018 17:07,24.86,9295336313691.00
Hurleymouth,2/23/2018 1:34,31.97,1990077862269.00
Hurleymouth,2/24/2018 15:39,8.33,2051788093690.00
Hurleymouth,2/6/2018 0:10,32.93,4140229588692.00
Jerryton,3/3/2018 17:50,28.08,6003411645536.00
Jerryton,1/4/2018 16:38,37.2,5637872466976.00
Jerryton,1/5/2018 15:36,37.91,1587079787234.00
Jerryton,4/13/2018 21:47,32.08,8499177647057.00
Jerryton,3/27/2018 12:48,13.29,8959844730593.00
Jerryton,1/27/2018 14:46,29.08,6160527574249.00
Jerryton,4/29/2018 2:49,41.27,902958428816.00
Jerryton,1/7/2018 12:05,7.86,707330492023.00
Jerryton,5/1/2018 17:20,4.97,8096395372343.00
Jerryton,1/27/2018 5:35,5.21,2366544103859.00
Jerryton,1/16/2018 17:13,22.26,974452603143.00
Jerryton,2/14/2018 19:48,24.49,3080437772609.00
Jerryton,2/28/2018 1:14,36.87,3091056853372.00
Jerryton,1/6/2018 12:30,27.71,9044741327560.00
Jerryton,2/1/2018 16:39,37.7,9580453081562.00
Jerryton,3/20/2018 1:28,15.37,931767662333.00
Jerryton,4/18/2018 6:08,42.8,2662884342881.00
Jerryton,3/4/2018 14:14,22.91,3498905000817.00
Jerryton,2/20/2018 18:45,28.24,4147224282549.00
Jerryton,3/7/2018 5:24,15.82,8112351353413.00
Jerryton,3/25/2018 12:14,9.64,9483701056322.00
Jerryton,2/19/2018 13:59,21.27,2523553025606.00
Jerryton,3/23/2018 8:27,37.89,4275221969665.00
Jerryton,4/20/2018 18:57,29.84,8129673900768.00
Jerryton,3/24/2018 12:17,31.47,5424245579315.00
Jessicaport,1/1/2018 9:45,43.69,2424875833354.00
Jessicaport,1/14/2018 7:09,18.05,5405362355006.00
Jessicaport,4/13/2018 16:08,39.89,6511242590852.00
Jessicaport,3/18/2018 16:59,33.72,3046889917159.00
Jessicaport,5/1/2018 8:14,22.44,3725278487786.00
Jessicaport,1/31/2018 17:57,58.29,623154556195.00
Johnton,1/17/2018 2:12,32.19,8526302845313.00
Johnton,1/8/2018 17:33,43.75,195318504552.00
Johnton,3/27/2018 0:10,18.89,3634068282558.00
Johnton,4/5/2018 7:12,22.87,1030619542522.00
Johnton,3/15/2018 8:40,43.5,7134200570421.00
Johnton,5/2/2018 2:19,32.38,8954815235985.00
Johnton,2/28/2018 5:42,12.02,6670296339067.00
Johnton,1/22/2018 13:10,24.17,7413359170219.00
Johnton,2/26/2018 9:36,18.76,6360819904963.00
Johnton,1/21/2018 3:20,28.59,5597542881853.00
Johnton,2/14/2018 18:21,43.93,5443753596638.00
Johnton,2/7/2018 19:40,30.97,6853977450248.00
Johnton,4/11/2018 13:41,33.12,7226095312061.00
Johnton,4/26/2018 17:02,4.63,3435314950289.00
